ufo_id,location
13673,"['Grand Canyon', ' North Rim', ' AZ', ' USA']"
13684,"['Providence (On the coastline', ' SSW of)', ' RI', ' USA']"
13739,"['Perry (rural highway', ' S.R.22)', ' OH', ' USA']"
14332,"['Washington', ' D.C.', ' DC', ' USA']"
14758,"['Greenlee County (FireRoad 475', ' off highway 191)', ' AZ', ' USA']"
14870,"['Washington', ' D.C.', ' DC', ' USA']"
14874,"['Washington', ' D.C.', ' DC', ' USA']"
14949,"['Washington', ' D.C.', ' DC', ' USA']"
15517,"['Banff National Park (Alberta', ' Canada)', ' AB', ' Canada']"
16447,"['Mt. Pleasant/Texarkana (Between', ' on I30)', ' TX', ' USA']"
16472,"['Selinsgrove/Williamsport (between', ' on Route 15)', ' PA', ' USA']"
16526,"['Darwin (NT', ' Australia)', ' NT', ' Australia']"
16840,"['New Minas (Kings County', ' XX Pine Ridge Drive) (Canada)', ' NS', ' Canada']"
17007,"['Bozeman (I-90 west', ' 20-30 miles before)', ' MT', ' USA']"
17240,"['Cincy (near', ' rural Ohio)', ' OH', ' USA']"
17251,"['Middlefield (on county line', ' Geauga/Trumbull Counties)', ' OH', ' USA']"
17610,"['Washington', ' D.C.', ' DC', ' USA']"
17626,"['Lansing (just west of', ' on I-96 heading west)', ' MI', ' USA']"
17708,"['Washington', ' D.C.', ' DC', ' USA']"
17890,"['Pudsey', ' Leeds', ' West Yorks (UK/England)', ' United Kingdom']"
18499,"['Binghamton (south of', ' 81 South', ' near PA border)', ' NY', ' USA']"
18509,"['Onawa (Near', ' on I-29)', ' IA', ' USA']"
18553,"['Osceola (Town of', ' near Long Lake)', ' WI', ' USA']"
18554,"['Osceola (Town of', ' near Long Lake)', ' WI', ' USA']"
18596,"['Washington', ' D.C.', ' DC', ' USA']"
18602,"['Washington', ' D.C.', ' DC', ' USA']"
18623,"['Orlando (State Rt. 474', ' W. of)', ' FL', ' USA']"
18911,"['Philadelphia (suburbs of', ' Hwy/Rt. 476)', ' PA', ' USA']"
19663,"['Junction (10 min W. of', ' on I-10)', ' TX', ' USA']"
20049,"['San Bernardino Co. (I-15', ' Oak Hill Road Exit)', ' CA', ' USA']"
20392,"['Franconia Notch (I-93', ' southbound)', ' NH', ' USA']"
20572,"['New Leake', ' Boson', ' Lincolnshire (UK/England)', ' United Kingdom']"
20834,"['Washington', ' D.C.', ' DC', ' USA']"
21747,"['Heber Springs', ' Greers Ferry Lake', ' AR', ' USA']"
21818,"['SE Oregon', ' NW Nevada or NE California border.', ' OR', ' USA']"
22148,"['Cobo Bay (UK', ' Channel Islands', ' Guernsey)', ' United Kingdom']"
22789,"['Hamilton to Winnipeg (at 28', ' 000 ft. Enroute from) (Canada)', ' ON', ' Canada']"
23170,"['Washington', ' D.C.', ' DC', ' USA']"
23180,"['Washington', ' D.C.', ' DC', ' USA']"
23545,"['San Bernadino Mtns', ' Church Camp', ' CA', ' USA']"
23734,"['Fresno (Merced', ' more than one)', ' CA', ' USA']"
23830,"['John Day (Clyde Holliday Camp Ground', ' 7 miles west of)', ' OR', ' USA']"
23912,"['Washington', ' D.C.', ' DC', ' USA']"
23965,"['Washington', ' D.C.', ' DC', ' USA']"
24009,"['Washington', ' D.C.', ' DC', ' USA']"
24011,"['Washington', ' D.C.', ' DC', ' USA']"
24140,"['Grand Canyon (unsure', ' on route 66 heading to the)', ' AZ', ' USA']"
24177,"['Washington', ' D.C. (Roosevelt Island Area)', ' DC', ' USA']"
24246,"['Greenfield (Rural area', ' 6 miles so.)', ' IN', ' USA']"
24371,"['Verl', ' Paderborn', ' Kaunitz (Germany)', ' Germany']"
24446,"['Atlantic Ocean (between Nassau', ' Bahamas', ' and Florida)', ' FL', ' Bahamas/USA']"
24513,"['Washington', ' D.C.', ' DC', ' USA']"
24678,"['Bakersfield (1-30', ' North of)', ' CA', ' USA']"
24726,"['Coalinga (near', ' on south I-5)', ' CA', ' USA']"
24958,"['Washington', ' D.C. (Georgetown)', ' DC', ' USA']"
25605,"['Darwin (NT', ' Australia)', ' NT', ' Australia']"
25751,"['Raton/Pueblo (between', ' enroute)', ' CO', ' USA']"
26047,"['Cabot Strait (near Dingwall', ' on fishing boat) (Canada)', ' NS', ' Canada']"
26063,"['El Paso (over Juarez', ' Mexico)', ' TX', ' USA']"
26221,"['Washington', ' D.C.', ' DC', ' USA']"
26433,"['St. Marys', ' Ontario (Canada)', ' ON', ' Canada']"
26509,"['Washington', ' D.C.', ' DC', ' USA']"
27066,"['Washington', ' D.C.', ' DC', ' USA']"
27321,"['Washington', ' D.C.', ' DC', ' USA']"
27352,"['Safford (Outside of', ' Mt. Graham)', ' AZ', ' USA']"
27459,"['North Carolina (Rte 85 South', ' Exit 74)', ' NC', ' USA']"
27542,"['Siler City (past', ' on 421)', ' NC', ' USA']"
27767,"['Ellensburg (? on a pass just pass', ' just east of)', ' WA', ' USA']"
28135,"['Thunderbay', ' Ontario (Canada)', ' ON', ' Canada']"
